,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,PB,PT,Temporada,Time
1,2022-04-09,21:00,Série A,Rodada da semana 1,sáb,Em casa,D,2.0,3.0,Ceará,56.0,27.1,Gustavo Gómez,4-3-3,Caio Max Augusto Vieira,Relatório da Partida,,17.0,4.0,,1,1,2022,Palmeiras
3,2022-04-16,16:30,Série A,Rodada da semana 2,sáb,Visitante,E,1.0,1.0,Goiás,75.0,12.864,Gustavo Gómez,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,22.0,6.0,,0,0,2022,Palmeiras
4,2022-04-20,19:30,Série A,Rodada da semana 4,qua,Visitante,E,0.0,0.0,Flamengo,44.0,69.997,Gustavo Gómez,4-2-3-1,Wilton Sampaio,Relatório da Partida,,10.0,2.0,,0,0,2022,Palmeiras
5,2022-04-23,19:00,Série A,Rodada da semana 3,sáb,Em casa,V,3.0,0.0,Corinthians,44.0,23.973,Gustavo Gómez,4-2-3-1,Anderson Daronco,Relatório da Partida,,20.0,7.0,,0,0,2022,Palmeiras
8,2022-05-08,16:00,Série A,Rodada da semana 5,dom,Em casa,E,1.0,1.0,Fluminense,48.0,28.776,Gustavo Gómez,4-2-3-1,Savio Pereira,Relatório da Partida,,19.0,5.0,,0,0,2022,Palmeiras
9,2022-05-14,16:30,Série A,Rodada da semana 6,sáb,Em casa,V,2.0,0.0,Bragantino,48.0,36.123,Gustavo Gómez,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,14.0,7.0,,1,1,2022,Palmeiras
11,2022-05-21,19:00,Série A,Rodada da semana 7,sáb,Visitante,V,3.0,0.0,Juventude,54.0,5.513,Marcos Rocha,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,,19.0,7.0,,0,0,2022,Palmeiras
13,2022-05-29,16:00,Série A,Rodada da semana 8,dom,Visitante,V,1.0,0.0,Santos,56.0,14.22,Gustavo Gómez,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,17.0,4.0,,0,1,2022,Palmeiras
14,2022-06-05,16:00,Série A,Rodada da semana 9,dom,Em casa,E,0.0,0.0,Atlético Mineiro,50.0,40.235,Marcos Rocha,4-2-3-1,Wilton Sampaio,Relatório da Partida,,16.0,3.0,,0,0,2022,Palmeiras
15,2022-06-09,19:00,Série A,Rodada da semana 10,qui,Em casa,V,4.0,0.0,Botafogo (RJ),48.0,33.431,Marcos Rocha,4-2-3-1,Anderson Daronco,Relatório da Partida,,14.0,6.0,,0,0,2022,Palmeiras
16,2022-06-12,18:00,Série A,Rodada da semana 11,dom,Visitante,V,2.0,0.0,Coritiba,53.0,27.356,Marcos Rocha,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,16.0,6.0,,0,0,2022,Palmeiras
17,2022-06-16,18:00,Série A,Rodada da semana 12,qui,Em casa,V,4.0,2.0,Atl Goianiense,49.0,38.888,Gustavo Gómez,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,28.0,12.0,,0,0,2022,Palmeiras
18,2022-06-20,20:00,Série A,Rodada da semana 13,seg,Visitante,V,2.0,1.0,São Paulo,61.0,31.055,Gustavo Gómez,4-3-1-2,Anderson Daronco,Relatório da Partida,,23.0,7.0,,0,0,2022,Palmeiras
19,2022-06-26,16:00,Série A,Rodada da semana 14,dom,Visitante,E,2.0,2.0,Avaí,51.0,,Gustavo Gómez,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,15.0,4.0,,1,1,2022,Palmeiras
21,2022-07-02,21:00,Série A,Rodada da semana 15,sáb,Em casa,D,0.0,2.0,Atl Paranaense,71.0,,Gustavo Gómez,3-4-3,Braulio da Silva Machado,Relatório da Partida,,35.0,7.0,,0,0,2022,Palmeiras
23,2022-07-10,18:00,Série A,Rodada da semana 16,dom,Visitante,E,0.0,0.0,Fortaleza,61.0,24.888,Marcos Rocha,4-2-3-1,Wilton Sampaio,Relatório da Partida,,12.0,5.0,,0,0,2022,Palmeiras
1,2022-04-10,16:00,Série A,Rodada da semana 1,dom,Visitante,V,3.0,1.0,Botafogo (RJ),44.0,36.898,Cássio,4-3-3,Wilton Sampaio,Relatório da Partida,,15.0,8.0,,0,0,2022,Corinthians
3,2022-04-16,19:00,Série A,Rodada da semana 2,sáb,Em casa,V,3.0,0.0,Avaí,54.0,30.497,Cássio,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,14.0,4.0,,0,0,2022,Corinthians
4,2022-04-23,19:00,Série A,Rodada da semana 3,sáb,Visitante,D,0.0,3.0,Palmeiras,56.0,23.973,Paulinho,4-3-3,Anderson Daronco,Relatório da Partida,,7.0,1.0,,0,0,2022,Corinthians
6,2022-05-01,16:00,Série A,Rodada da semana 4,dom,Em casa,V,1.0,0.0,Fortaleza,56.0,37.018,Cássio,4-3-3,Savio Pereira,Relatório da Partida,,6.0,3.0,,0,0,2022,Corinthians
8,2022-05-08,18:00,Série A,Rodada da semana 5,dom,Visitante,V,1.0,0.0,Bragantino,43.0,9.993,Cássio,4-2-3-1,Raphael Claus,Relatório da Partida,,4.0,1.0,,0,0,2022,Corinthians
9,2022-05-14,19:00,Série A,Rodada da semana 6,sáb,Visitante,E,2.0,2.0,Internacional,52.0,18.482,Cássio,4-3-1-2,Braulio da Silva Machado,Relatório da Partida,,15.0,9.0,,0,0,2022,Corinthians
11,2022-05-22,16:00,Série A,Rodada da semana 7,dom,Em casa,E,1.0,1.0,São Paulo,55.0,44.672,Cássio,3-4-1-2,Wilton Sampaio,Relatório da Partida,,13.0,5.0,,0,0,2022,Corinthians
13,2022-05-29,18:00,Série A,Rodada da semana 8,dom,Em casa,E,1.0,1.0,América (MG),63.0,34.922,Cássio,4-3-3,Anderson Daronco,Relatório da Partida,,7.0,4.0,,0,0,2022,Corinthians
14,2022-06-04,20:30,Série A,Rodada da semana 9,sáb,Visitante,V,1.0,0.0,Atl Goianiense,44.0,12.089,Cássio,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,10.0,1.0,,0,0,2022,Corinthians
15,2022-06-07,20:30,Série A,Rodada da semana 10,ter,Visitante,D,0.0,1.0,Cuiabá,61.0,22.129,Cássio,3-4-3,Marcelo de Lima Henrique,Relatório da Partida,,11.0,4.0,,0,0,2022,Corinthians
16,2022-06-11,16:30,Série A,Rodada da semana 11,sáb,Em casa,V,2.0,0.0,Juventude,57.0,34.617,Cássio,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,13.0,3.0,,0,0,2022,Corinthians
17,2022-06-15,21:30,Série A,Rodada da semana 12,qua,Visitante,E,1.0,1.0,Atl Paranaense,56.0,25.965,Cássio,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,11.0,6.0,,0,0,2022,Corinthians
18,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Em casa,V,1.0,0.0,Goiás,66.0,35.9,Cássio,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,17.0,3.0,,1,1,2022,Corinthians
19,2022-06-25,19:00,Série A,Rodada da semana 14,sáb,Em casa,E,0.0,0.0,Santos,62.0,,Cássio,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,,9.0,1.0,,0,0,2022,Corinthians
21,2022-07-02,16:30,Série A,Rodada da semana 15,sáb,Visitante,D,0.0,4.0,Fluminense,42.0,,Cássio,3-4-3,Wilton Sampaio,Relatório da Partida,,3.0,2.0,,0,0,2022,Corinthians
23,2022-07-10,16:00,Série A,Rodada da semana 16,dom,Em casa,V,1.0,0.0,Flamengo,49.0,44.055,Cássio,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,7.0,2.0,,0,0,2022,Corinthians
1,2022-04-10,16:00,Série A,Rodada da semana 1,dom,Visitante,D,0.0,2.0,Atlético Mineiro,48.0,37.531,Taison,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,6.0,1.0,,0,0,2022,Internacional
3,2022-04-17,18:00,Série A,Rodada da semana 2,dom,Em casa,V,2.0,1.0,Fortaleza,52.0,31.783,Andrés D'Alessandro,4-3-3,Flavio Rodrigues De Souza,Relatório da Partida,,18.0,5.0,,0,0,2022,Internacional
4,2022-04-23,19:00,Série A,Rodada da semana 3,sáb,Visitante,V,1.0,0.0,Fluminense,43.0,16.176,Edenílson,4-3-3,Braulio da Silva Machado,Relatório da Partida,,12.0,4.0,,0,0,2022,Internacional
6,2022-05-01,19:00,Série A,Rodada da semana 4,dom,Em casa,E,0.0,0.0,Avaí,60.0,20.808,Edenílson,4-3-3,Wilton Sampaio,Relatório da Partida,,23.0,3.0,,0,0,2022,Internacional
8,2022-05-08,19:00,Série A,Rodada da semana 5,dom,Visitante,E,1.0,1.0,Juventude,43.0,7.341,Edenílson,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,,8.0,3.0,,0,0,2022,Internacional
9,2022-05-14,19:00,Série A,Rodada da semana 6,sáb,Em casa,E,2.0,2.0,Corinthians,48.0,18.482,Edenílson,4-4-1-1,Braulio da Silva Machado,Relatório da Partida,,13.0,5.0,,0,0,2022,Internacional
11,2022-05-21,20:00,Série A,Rodada da semana 7,sáb,Visitante,E,1.0,1.0,Cuiabá,58.0,7.968,Edenílson,4-4-1-1,Ramon Abatti Abel,Relatório da Partida,,14.0,4.0,,1,1,2022,Internacional
13,2022-05-30,20:00,Série A,Rodada da semana 8,seg,Em casa,E,1.0,1.0,Atl Goianiense,44.0,11.05,Edenílson,4-4-1-1,Marcelo de Lima Henrique,Relatório da Partida,,10.0,5.0,,0,0,2022,Internacional
14,2022-06-05,19:00,Série A,Rodada da semana 9,dom,Visitante,V,2.0,0.0,Bragantino,51.0,3.062,Edenílson,4-4-1-1,Wagner do Nascimento Magalhães,Relatório da Partida,,9.0,5.0,,1,1,2022,Internacional
15,2022-06-08,21:30,Série A,Rodada da semana 10,qua,Visitante,E,1.0,1.0,Santos,49.0,8.845,Edenílson,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,11.0,6.0,,0,0,2022,Internacional
16,2022-06-11,21:00,Série A,Rodada da semana 11,sáb,Em casa,V,3.0,1.0,Flamengo,32.0,22.392,Gabriel,4-4-1-1,Braulio da Silva Machado,Relatório da Partida,,11.0,4.0,,1,1,2022,Internacional
17,2022-06-15,20:30,Série A,Rodada da semana 12,qua,Visitante,V,2.0,1.0,Goiás,47.0,8.892,Edenílson,4-3-1-2,Caio Max Augusto Vieira,Relatório da Partida,,16.0,8.0,,0,0,2022,Internacional
18,2022-06-19,18:00,Série A,Rodada da semana 13,dom,Em casa,D,2.0,3.0,Botafogo (RJ),78.0,26.219,Edenílson,4-4-2◆,Savio Pereira,Relatório da Partida,,18.0,8.0,,1,1,2022,Internacional
19,2022-06-24,21:30,Série A,Rodada da semana 14,sex,Em casa,V,3.0,0.0,Coritiba,56.0,13.454,Taison,4-3-3,Jefferson Ferreira de Moraes,Relatório da Partida,,15.0,8.0,,0,0,2022,Internacional
21,2022-07-02,19:00,Série A,Rodada da semana 15,sáb,Visitante,E,1.0,1.0,Ceará,39.0,,Taison,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,12.0,5.0,,0,0,2022,Internacional
23,2022-07-11,20:00,Série A,Rodada da semana 16,seg,Em casa,V,1.0,0.0,América (MG),68.0,,Taison,4-3-1-2,Flavio Rodrigues De Souza,Relatório da Partida,,21.0,4.0,,0,0,2022,Internacional
1,2022-04-10,16:00,Série A,Rodada da semana 1,dom,Em casa,V,2.0,0.0,Internacional,52.0,37.531,Hulk,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,15.0,5.0,,0,0,2022,Atletico Mineiro
3,2022-04-17,18:00,Série A,Rodada da semana 2,dom,Visitante,V,1.0,0.0,Atl Paranaense,56.0,17.305,Júnior Alonso,4-4-2,Wilton Sampaio,Relatório da Partida,,17.0,5.0,,0,0,2022,Atletico Mineiro
4,2022-04-23,21:00,Série A,Rodada da semana 3,sáb,Em casa,E,2.0,2.0,Coritiba,61.0,19.974,Hulk,4-2-3-1,Savio Pereira,Relatório da Partida,,20.0,5.0,,0,0,2022,Atletico Mineiro
6,2022-04-30,18:30,Série A,Rodada da semana 4,sáb,Visitante,E,2.0,2.0,Goiás,70.0,10.165,Hulk,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,,21.0,5.0,,0,0,2022,Atletico Mineiro
8,2022-05-07,16:30,Série A,Rodada da semana 5,sáb,Em casa,D,1.0,2.0,América (MG),69.0,14.629,Réver,4-4-2,Wilton Sampaio,Relatório da Partida,,23.0,8.0,,0,0,2022,Atletico Mineiro
9,2022-05-11,20:30,Série A,Rodada da semana 7,qua,Visitante,E,1.0,1.0,Bragantino,62.0,5.222,Júnior Alonso,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,18.0,4.0,,0,0,2022,Atletico Mineiro
10,2022-05-14,19:00,Série A,Rodada da semana 6,sáb,Em casa,V,2.0,0.0,Atl Goianiense,56.0,20.749,Hulk,4-2-3-1,Anderson Daronco,Relatório da Partida,,14.0,7.0,,0,0,2022,Atletico Mineiro
13,2022-05-29,19:00,Série A,Rodada da semana 8,dom,Em casa,V,2.0,1.0,Avaí,62.0,31.551,Réver,4-4-2,Jefferson Ferreira de Moraes,Relatório da Partida,,27.0,7.0,,0,0,2022,Atletico Mineiro
14,2022-06-05,16:00,Série A,Rodada da semana 9,dom,Visitante,E,0.0,0.0,Palmeiras,50.0,40.235,Hulk,4-2-3-1,Wilton Sampaio,Relatório da Partida,,11.0,3.0,,0,0,2022,Atletico Mineiro
15,2022-06-08,21:30,Série A,Rodada da semana 10,qua,Visitante,D,3.0,5.0,Fluminense,57.0,16.143,Hulk,4-4-2,Leandro Pedro Vuaden,Relatório da Partida,,11.0,6.0,,0,0,2022,Atletico Mineiro
16,2022-06-11,19:00,Série A,Rodada da semana 11,sáb,Em casa,E,1.0,1.0,Santos,68.0,26.501,Réver,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,16.0,4.0,,0,0,2022,Atletico Mineiro
17,2022-06-15,19:00,Série A,Rodada da semana 12,qua,Visitante,E,0.0,0.0,Ceará,48.0,26.774,Hulk,4-2-2-2,Luiz Flávio de Oliveira,Relatório da Partida,,14.0,2.0,,0,0,2022,Atletico Mineiro
18,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Em casa,V,2.0,0.0,Flamengo,48.0,55.373,Hulk,4-2-3-1,Raphael Claus,Relatório da Partida,,16.0,3.0,,0,0,2022,Atletico Mineiro
19,2022-06-25,21:00,Série A,Rodada da semana 14,sáb,Em casa,V,3.0,2.0,Fortaleza,67.0,,Réver,3-4-3,Jean Pierre Goncalves Lima,Relatório da Partida,,17.0,6.0,,0,0,2022,Atletico Mineiro
21,2022-07-02,16:30,Série A,Rodada da semana 15,sáb,Visitante,V,2.0,1.0,Juventude,44.0,,Réver,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,8.0,4.0,,1,1,2022,Atletico Mineiro
23,2022-07-10,18:00,Série A,Rodada da semana 16,dom,Em casa,E,0.0,0.0,São Paulo,59.0,52.356,Hulk,4-2-3-1,Anderson Daronco,Relatório da Partida,,11.0,2.0,,0,0,2022,Atletico Mineiro
5,2022-04-09,16:30,Série A,Rodada da semana 1,sáb,Em casa,E,0.0,0.0,Santos,66.0,22.855,Yago,3-4-3,Anderson Daronco,Relatório da Partida,,26.0,6.0,,0,0,2022,Fluminense
7,2022-04-16,20:00,Série A,Rodada da semana 2,sáb,Visitante,V,1.0,0.0,Cuiabá,61.0,10.791,Fred,4-3-3,Savio Pereira,Relatório da Partida,,12.0,3.0,,0,0,2022,Fluminense
8,2022-04-23,19:00,Série A,Rodada da semana 3,sáb,Em casa,D,0.0,1.0,Internacional,57.0,16.176,Nino,3-4-1-2,Braulio da Silva Machado,Relatório da Partida,,12.0,2.0,,0,0,2022,Fluminense
10,2022-05-01,16:00,Série A,Rodada da semana 4,dom,Visitante,D,2.0,3.0,Coritiba,45.0,24.622,Nino,4-4-2◆,Raphael Claus,Relatório da Partida,,7.0,4.0,,0,0,2022,Fluminense
12,2022-05-08,16:00,Série A,Rodada da semana 5,dom,Visitante,E,1.0,1.0,Palmeiras,52.0,28.776,Nino,4-2-3-1,Savio Pereira,Relatório da Partida,,8.0,2.0,,0,0,2022,Fluminense
13,2022-05-14,21:00,Série A,Rodada da semana 6,sáb,Em casa,V,2.0,1.0,Atl Paranaense,63.0,4.722,Nino,4-4-2◆,Ramon Abatti Abel,Relatório da Partida,,11.0,6.0,,0,0,2022,Fluminense
15,2022-05-22,16:00,Série A,Rodada da semana 7,dom,Visitante,V,1.0,0.0,Fortaleza,37.0,37.507,Nino,4-4-1-1,Anderson Daronco,Relatório da Partida,,7.0,3.0,,0,0,2022,Fluminense
17,2022-05-29,18:00,Série A,Rodada da semana 8,dom,Em casa,D,1.0,2.0,Flamengo,62.0,57.919,Yago,4-4-1-1,Raphael Claus,Relatório da Partida,,17.0,6.0,,0,0,2022,Fluminense
18,2022-06-05,11:00,Série A,Rodada da semana 9,dom,Visitante,D,0.0,1.0,Juventude,51.0,2.573,Ganso,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,,5.0,1.0,,0,0,2022,Fluminense
19,2022-06-08,21:30,Série A,Rodada da semana 10,qua,Em casa,V,5.0,3.0,Atlético Mineiro,43.0,16.143,Ganso,4-4-1-1,Leandro Pedro Vuaden,Relatório da Partida,,13.0,9.0,,0,0,2022,Fluminense
20,2022-06-11,19:00,Série A,Rodada da semana 11,sáb,Em casa,D,0.0,2.0,Atl Goianiense,47.0,27.859,Fábio,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,15.0,4.0,,0,0,2022,Fluminense
21,2022-06-15,21:30,Série A,Rodada da semana 12,qua,Visitante,E,0.0,0.0,América (MG),78.0,2.599,Nino,4-2-3-1,Anderson Daronco,Relatório da Partida,,20.0,3.0,,0,0,2022,Fluminense
22,2022-06-19,19:00,Série A,Rodada da semana 13,dom,Em casa,V,2.0,0.0,Avaí,50.0,15.53,Nino,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,19.0,3.0,,0,0,2022,Fluminense
23,2022-06-26,16:00,Série A,Rodada da semana 14,dom,Visitante,V,1.0,0.0,Botafogo (RJ),79.0,29.791,Nino,4-2-3-1,Anderson Daronco,Relatório da Partida,,11.0,3.0,,0,0,2022,Fluminense
24,2022-07-02,16:30,Série A,Rodada da semana 15,sáb,Em casa,V,4.0,0.0,Corinthians,58.0,,Nino,4-2-3-1,Wilton Sampaio,Relatório da Partida,,15.0,6.0,,0,0,2022,Fluminense
25,2022-07-09,19:00,Série A,Rodada da semana 16,sáb,Em casa,V,2.0,1.0,Ceará,59.0,,Nino,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,18.0,6.0,,0,0,2022,Fluminense
1,2022-04-10,19:00,Série A,Rodada da semana 1,dom,Visitante,D,0.0,4.0,São Paulo,46.0,20.606,Marcelo Cirino,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,7.0,0.0,,0,0,2022,Atletico Paranaense
3,2022-04-17,18:00,Série A,Rodada da semana 2,dom,Em casa,D,0.0,1.0,Atlético Mineiro,44.0,17.305,Pedro Henrique,4-2-3-1,Wilton Sampaio,Relatório da Partida,,12.0,3.0,,0,0,2022,Atletico Paranaense
4,2022-04-23,16:30,Série A,Rodada da semana 3,sáb,Em casa,V,1.0,0.0,Flamengo,41.0,22.659,Pedro Henrique,4-2-3-1,Raphael Claus,Relatório da Partida,,10.0,2.0,,1,1,2022,Atletico Paranaense
6,2022-04-30,16:30,Série A,Rodada da semana 4,sáb,Visitante,D,0.0,1.0,América (MG),54.0,2.433,Léo Cittadini,5-3-2,Jefferson Ferreira de Moraes,Relatório da Partida,,13.0,6.0,,0,0,2022,Atletico Paranaense
8,2022-05-07,20:30,Série A,Rodada da semana 5,sáb,Em casa,V,1.0,0.0,Ceará,41.0,22.659,Pedro Henrique,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,15.0,9.0,,0,1,2022,Atletico Paranaense
9,2022-05-14,21:00,Série A,Rodada da semana 6,sáb,Visitante,D,1.0,2.0,Fluminense,37.0,4.722,Pedro Henrique,4-3-3,Ramon Abatti Abel,Relatório da Partida,,12.0,3.0,,0,0,2022,Atletico Paranaense
11,2022-05-22,19:00,Série A,Rodada da semana 7,dom,Em casa,V,2.0,1.0,Avaí,42.0,15.949,Pedro Henrique,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,12.0,3.0,,1,1,2022,Atletico Paranaense
13,2022-05-29,17:00,Série A,Rodada da semana 8,dom,Visitante,V,1.0,0.0,Cuiabá,42.0,4.539,Erick,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,19.0,8.0,,0,0,2022,Atletico Paranaense
14,2022-06-04,19:00,Série A,Rodada da semana 9,sáb,Em casa,E,2.0,2.0,Santos,42.0,19.323,Pedro Henrique,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,14.0,4.0,,0,0,2022,Atletico Paranaense
15,2022-06-08,19:00,Série A,Rodada da semana 10,qua,Visitante,V,3.0,1.0,Juventude,46.0,3.59,Pedro Henrique,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,7.0,6.0,,0,0,2022,Atletico Paranaense
16,2022-06-12,19:00,Série A,Rodada da semana 11,dom,Visitante,E,0.0,0.0,Fortaleza,37.0,18.167,Nicolás Hernández,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,7.0,0.0,,0,0,2022,Atletico Paranaense
17,2022-06-15,21:30,Série A,Rodada da semana 12,qua,Em casa,E,1.0,1.0,Corinthians,44.0,25.965,Pedro Henrique,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,21.0,2.0,,1,1,2022,Atletico Paranaense
18,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Visitante,V,1.0,0.0,Coritiba,39.0,22.609,Pedro Henrique,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,10.0,3.0,,1,1,2022,Atletico Paranaense
19,2022-06-25,16:30,Série A,Rodada da semana 14,sáb,Em casa,V,4.0,2.0,Bragantino,30.0,16.327,Nicolás Hernández,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,10.0,6.0,,0,0,2022,Atletico Paranaense
21,2022-07-02,21:00,Série A,Rodada da semana 15,sáb,Visitante,V,2.0,0.0,Palmeiras,29.0,,Pedro Henrique,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,13.0,4.0,,1,1,2022,Atletico Paranaense
23,2022-07-09,20:30,Série A,Rodada da semana 16,sáb,Visitante,D,1.0,2.0,Goiás,65.0,,Pedro Henrique,4-2-3-1,Raphael Claus,Relatório da Partida,,20.0,4.0,,1,1,2022,Atletico Paranaense
1,2022-04-10,19:00,Série A,Rodada da semana 1,dom,Em casa,V,4.0,0.0,Atl Paranaense,54.0,20.606,Jonathan Calleri,4-1-3-2,Wagner do Nascimento Magalhães,Relatório da Partida,,18.0,8.0,,0,0,2022,Sao Paulo
3,2022-04-17,16:00,Série A,Rodada da semana 2,dom,Visitante,D,1.0,3.0,Flamengo,47.0,54.686,Rafinha,4-1-4-1,Anderson Daronco,Relatório da Partida,,6.0,1.0,,0,0,2022,Sao Paulo
4,2022-04-23,16:30,Série A,Rodada da semana 3,sáb,Visitante,E,1.0,1.0,Bragantino,67.0,8.04,Robert Arboleda,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,,24.0,7.0,,0,0,2022,Sao Paulo
6,2022-05-02,20:00,Série A,Rodada da semana 4,seg,Em casa,V,2.0,1.0,Santos,57.0,36.746,Rafinha,4-4-2,Leandro Pedro Vuaden,Relatório da Partida,,10.0,3.0,,1,1,2022,Sao Paulo
8,2022-05-08,19:00,Série A,Rodada da semana 5,dom,Visitante,E,1.0,1.0,Fortaleza,46.0,25.518,Jonathan Calleri,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,4.0,2.0,,0,0,2022,Sao Paulo
9,2022-05-15,16:00,Série A,Rodada da semana 6,dom,Em casa,V,2.0,1.0,Cuiabá,73.0,27.511,Rafinha,4-4-2◆,Alexandre Vargas Tavares de Jesus,Relatório da Partida,,21.0,9.0,,1,1,2022,Sao Paulo
11,2022-05-22,16:00,Série A,Rodada da semana 7,dom,Visitante,E,1.0,1.0,Corinthians,45.0,44.672,Diego,3-4-3,Wilton Sampaio,Relatório da Partida,,14.0,7.0,,0,0,2022,Sao Paulo
13,2022-05-28,19:00,Série A,Rodada da semana 8,sáb,Em casa,E,2.0,2.0,Ceará,51.0,32.977,Diego,3-4-3,Bruno Arleu de Araujo,Relatório da Partida,,15.0,5.0,,0,0,2022,Sao Paulo
14,2022-06-04,19:00,Série A,Rodada da semana 9,sáb,Visitante,E,1.0,1.0,Avaí,47.0,,Diego,3-4-3,Anderson Daronco,Relatório da Partida,,16.0,4.0,,1,2,2022,Sao Paulo
15,2022-06-09,20:00,Série A,Rodada da semana 10,qui,Visitante,E,1.0,1.0,Coritiba,60.0,,Diego,3-1-4-2,Wagner do Nascimento Magalhães,Relatório da Partida,,16.0,4.0,,0,0,2022,Sao Paulo
16,2022-06-12,16:00,Série A,Rodada da semana 11,dom,Em casa,V,1.0,0.0,América (MG),48.0,26.847,Miranda,3-5-2,Savio Pereira,Relatório da Partida,,15.0,2.0,,0,0,2022,Sao Paulo
17,2022-06-16,16:00,Série A,Rodada da semana 12,qui,Visitante,D,0.0,1.0,Botafogo (RJ),67.0,18.677,Jonathan Calleri,3-4-1-2,Wilton Sampaio,Relatório da Partida,,6.0,2.0,,0,0,2022,Sao Paulo
18,2022-06-20,20:00,Série A,Rodada da semana 13,seg,Em casa,D,1.0,2.0,Palmeiras,39.0,31.055,Diego,3-1-4-2,Anderson Daronco,Relatório da Partida,,12.0,3.0,,0,0,2022,Sao Paulo
19,2022-06-26,18:00,Série A,Rodada da semana 14,dom,Em casa,E,0.0,0.0,Juventude,59.0,20.466,Rafinha,3-1-4-2,André Luiz de Freitas Castro,Relatório da Partida,,29.0,9.0,,0,0,2022,Sao Paulo
21,2022-07-03,16:00,Série A,Rodada da semana 15,dom,Visitante,V,2.0,1.0,Atl Goianiense,47.0,,Diego,3-4-3,Wagner do Nascimento Magalhães,Relatório da Partida,,8.0,2.0,,1,1,2022,Sao Paulo
23,2022-07-10,18:00,Série A,Rodada da semana 16,dom,Visitante,E,0.0,0.0,Atlético Mineiro,41.0,52.356,Miranda,3-1-4-2,Anderson Daronco,Relatório da Partida,,6.0,2.0,,0,0,2022,Sao Paulo
1,2022-04-09,16:30,Série A,Rodada da semana 1,sáb,Visitante,E,0.0,0.0,Fluminense,34.0,22.855,João Paulo,4-4-2,Anderson Daronco,Relatório da Partida,,3.0,1.0,,0,0,2022,Santos
3,2022-04-17,11:00,Série A,Rodada da semana 2,dom,Em casa,V,2.0,1.0,Coritiba,35.0,13.051,João Paulo,4-4-2,Wagner do Nascimento Magalhães,Relatório da Partida,,15.0,7.0,,0,0,2022,Santos
4,2022-04-24,16:00,Série A,Rodada da semana 3,dom,Em casa,V,3.0,0.0,América (MG),39.0,10.374,João Paulo,4-4-2,Wilton Sampaio,Relatório da Partida,,18.0,8.0,,0,0,2022,Santos
6,2022-05-02,20:00,Série A,Rodada da semana 4,seg,Visitante,D,1.0,2.0,São Paulo,43.0,36.746,João Paulo,4-4-2,Leandro Pedro Vuaden,Relatório da Partida,,8.0,3.0,,0,0,2022,Santos
8,2022-05-08,18:00,Série A,Rodada da semana 5,dom,Em casa,V,4.0,1.0,Cuiabá,47.0,7.256,João Paulo,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,12.0,7.0,,0,0,2022,Santos
