,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,PB,PT,Temporada,Time
48,2018-11-25,16:00,Série A,Rodada da semana 37,dom,Visitante,E,0.0,0.0,Vitória,61.0,4.283,Pedro Geromel,4-2-3-1,Raphael Claus,Relatório da Partida,,19.0,7.0,,0,0,2018,Gremio
49,2018-12-02,17:00,Série A,Rodada da semana 38,dom,Em casa,V,1.0,0.0,Corinthians,53.0,38.974,Maicon Souza,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,10.0,3.0,,0,0,2018,Gremio
1,2018-04-16,20:00,Série A,Rodada da semana 1,seg,Em casa,V,1.0,0.0,Paraná,51.0,11.327,Sidão,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,10.0,6.0,,0,0,2018,Sao Paulo
2,2018-04-22,16:00,Série A,Rodada da semana 2,dom,Visitante,E,0.0,0.0,Ceará,49.0,30.186,Sidão,4-1-4-1,Paulo Roberto Alves Júnior,Relatório da Partida,,11.0,3.0,,0,0,2018,Sao Paulo
3,2018-04-29,16:00,Série A,Rodada da semana 3,dom,Visitante,E,1.0,1.0,Fluminense,46.0,19.237,Sidão,4-4-1-1,Rodolpho Toski Marques,Relatório da Partida,,14.0,3.0,,0,0,2018,Sao Paulo
4,2018-05-05,19:00,Série A,Rodada da semana 4,sáb,Em casa,E,2.0,2.0,Atlético Mineiro,38.0,31.976,Sidão,3-4-3,Rafael Traci,Relatório da Partida,,7.0,2.0,,0,0,2018,Sao Paulo
6,2018-05-13,16:00,Série A,Rodada da semana 5,dom,Visitante,E,2.0,2.0,Bahia,52.0,20.847,Sidão,4-1-4-1,Dewson Fernando Freitas da Silva,Relatório da Partida,,9.0,5.0,,0,0,2018,Sao Paulo
7,2018-05-20,16:00,Série A,Rodada da semana 6,dom,Em casa,V,1.0,0.0,Santos,39.0,40.565,Sidão,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,14.0,1.0,,0,0,2018,Sao Paulo
8,2018-05-27,19:00,Série A,Rodada da semana 7,dom,Visitante,V,3.0,1.0,América (MG),45.0,4.36,Sidão,4-4-1-1,Bruno Arleu de Araujo,Relatório da Partida,,12.0,6.0,,1,1,2018,Sao Paulo
9,2018-05-30,21:00,Série A,Rodada da semana 8,qua,Em casa,V,3.0,2.0,Botafogo (RJ),41.0,25.427,Sidão,4-2-3-1,Wilton Sampaio,Relatório da Partida,,15.0,7.0,,1,1,2018,Sao Paulo
10,2018-06-02,21:00,Série A,Rodada da semana 9,sáb,Visitante,D,1.0,3.0,Palmeiras,51.0,32.841,Sidão,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,9.0,4.0,,0,0,2018,Sao Paulo
11,2018-06-05,21:30,Série A,Rodada da semana 10,ter,Em casa,E,0.0,0.0,Internacional,48.0,14.73,Sidão,4-1-4-1,Paulo Roberto Alves Júnior,Relatório da Partida,,9.0,4.0,,0,0,2018,Sao Paulo
12,2018-06-09,16:00,Série A,Rodada da semana 11,sáb,Visitante,V,1.0,0.0,Atl Paranaense,38.0,8.257,Sidão,4-4-1-1,Anderson Daronco,Relatório da Partida,,9.0,3.0,,1,1,2018,Sao Paulo
13,2018-06-12,21:30,Série A,Rodada da semana 12,ter,Em casa,V,3.0,0.0,Vitória,56.0,20.456,Sidão,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,,14.0,5.0,,0,0,2018,Sao Paulo
14,2018-07-18,21:45,Série A,Rodada da semana 13,qua,Visitante,V,1.0,0.0,Flamengo,29.0,55.986,Sidão,4-4-1-1,Paulo Roberto Alves Júnior,Relatório da Partida,,16.0,2.0,,0,0,2018,Sao Paulo
15,2018-07-21,21:00,Série A,Rodada da semana 14,sáb,Em casa,V,3.0,1.0,Corinthians,46.0,58.624,Hudson,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,18.0,8.0,,0,0,2018,Sao Paulo
16,2018-07-26,19:30,Série A,Rodada da semana 15,qui,Visitante,D,1.0,2.0,Grêmio,35.0,19.865,Sidão,4-2-3-1,Grazianni Maciel Rocha,Relatório da Partida,,8.0,5.0,,0,0,2018,Sao Paulo
17,2018-07-29,16:00,Série A,Rodada da semana 16,dom,Visitante,V,2.0,0.0,Cruzeiro,42.0,26.671,Sidão,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,9.0,4.0,,0,0,2018,Sao Paulo
19,2018-08-05,16:00,Série A,Rodada da semana 17,dom,Em casa,V,2.0,1.0,Vasco da Gama,41.0,53.437,Hudson,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,12.0,4.0,,0,0,2018,Sao Paulo
20,2018-08-12,16:00,Série A,Rodada da semana 18,dom,Visitante,V,3.0,1.0,Sport Recife,55.0,16.05,Hudson,4-2-3-1,Anderson Daronco,Relatório da Partida,,17.0,5.0,,0,0,2018,Sao Paulo
22,2018-08-19,19:00,Série A,Rodada da semana 19,dom,Em casa,V,2.0,0.0,Chapecoense,39.0,41.075,Sidão,4-2-3-1,Rafael Traci,Relatório da Partida,,6.0,3.0,,0,0,2018,Sao Paulo
23,2018-08-22,19:30,Série A,Rodada da semana 20,qua,Visitante,E,1.0,1.0,Paraná,54.0,7.635,Hudson,4-2-3-1,Péricles Bassols Pegado Cortez,Relatório da Partida,,14.0,4.0,,0,0,2018,Sao Paulo
24,2018-08-26,11:00,Série A,Rodada da semana 21,dom,Em casa,V,1.0,0.0,Ceará,58.0,57.323,Sidão,4-2-3-1,Wagner Reway,Relatório da Partida,,19.0,4.0,,0,0,2018,Sao Paulo
25,2018-09-02,16:00,Série A,Rodada da semana 22,dom,Em casa,E,1.0,1.0,Fluminense,36.0,49.348,Hudson,4-2-3-1,Dewson Fernando Freitas da Silva,Relatório da Partida,,7.0,4.0,,0,0,2018,Sao Paulo
26,2018-09-05,21:45,Série A,Rodada da semana 23,qua,Visitante,D,0.0,1.0,Atlético Mineiro,54.0,20.852,Hudson,4-2-3-1,Anderson Daronco,Relatório da Partida,,16.0,5.0,,0,0,2018,Sao Paulo
27,2018-09-08,19:00,Série A,Rodada da semana 24,sáb,Em casa,V,1.0,0.0,Bahia,53.0,43.555,Hudson,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,12.0,2.0,,0,0,2018,Sao Paulo
28,2018-09-16,16:00,Série A,Rodada da semana 25,dom,Visitante,E,0.0,0.0,Santos,45.0,13.488,Hudson,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,6.0,2.0,,0,0,2018,Sao Paulo
29,2018-09-22,16:00,Série A,Rodada da semana 26,sáb,Em casa,E,1.0,1.0,América (MG),50.0,47.846,Hudson,4-2-3-1,Wilton Sampaio,Relatório da Partida,,12.0,3.0,,0,0,2018,Sao Paulo
30,2018-09-30,16:00,Série A,Rodada da semana 27,dom,Visitante,E,2.0,2.0,Botafogo (RJ),60.0,19.976,Hudson,4-2-3-1,Rafael Traci,Relatório da Partida,,16.0,7.0,,0,0,2018,Sao Paulo
31,2018-10-06,18:00,Série A,Rodada da semana 28,sáb,Em casa,D,0.0,2.0,Palmeiras,60.0,56.694,Hudson,4-2-3-1,Wilton Sampaio,Relatório da Partida,,7.0,1.0,,0,0,2018,Sao Paulo
32,2018-10-14,16:00,Série A,Rodada da semana 29,dom,Visitante,D,1.0,3.0,Internacional,43.0,41.64,Hudson,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,9.0,1.0,,0,0,2018,Sao Paulo
33,2018-10-20,19:00,Série A,Rodada da semana 30,sáb,Em casa,E,0.0,0.0,Atl Paranaense,32.0,13.053,Hudson,4-4-2,Péricles Bassols Pegado Cortez,Relatório da Partida,,12.0,5.0,,0,0,2018,Sao Paulo
34,2018-10-26,19:30,Série A,Rodada da semana 31,sex,Visitante,V,1.0,0.0,Vitória,39.0,11.283,Hudson,4-4-2,Leandro Pedro Vuaden,Relatório da Partida,,14.0,6.0,,0,0,2018,Sao Paulo
35,2018-11-04,17:00,Série A,Rodada da semana 32,dom,Em casa,E,2.0,2.0,Flamengo,38.0,32.612,Sidão,3-1-4-2,Wilton Sampaio,Relatório da Partida,,7.0,3.0,,0,0,2018,Sao Paulo
36,2018-11-10,17:00,Série A,Rodada da semana 33,sáb,Visitante,E,1.0,1.0,Corinthians,53.0,42.845,Hudson,3-1-4-2,Rodolpho Toski Marques,Relatório da Partida,,10.0,2.0,,0,0,2018,Sao Paulo
37,2018-11-15,19:00,Série A,Rodada da semana 34,qui,Em casa,E,1.0,1.0,Grêmio,58.0,24.757,Hudson,4-2-3-1,Péricles Bassols Pegado Cortez,Relatório da Partida,,15.0,5.0,,0,0,2018,Sao Paulo
38,2018-11-18,19:00,Série A,Rodada da semana 35,dom,Em casa,V,1.0,0.0,Cruzeiro,51.0,14.058,Hudson,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,,8.0,3.0,,0,0,2018,Sao Paulo
39,2018-11-22,20:00,Série A,Rodada da semana 36,qui,Visitante,D,0.0,2.0,Vasco da Gama,65.0,1.123,Hudson,4-2-3-1,Anderson Daronco,Relatório da Partida,,10.0,2.0,,0,0,2018,Sao Paulo
40,2018-11-26,20:00,Série A,Rodada da semana 37,seg,Em casa,E,0.0,0.0,Sport Recife,69.0,15.235,Reinaldo,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,18.0,7.0,,0,1,2018,Sao Paulo
41,2018-12-02,17:00,Série A,Rodada da semana 38,dom,Visitante,D,0.0,1.0,Chapecoense,54.0,19.992,Hudson,4-2-3-1,Wilton Sampaio,Relatório da Partida,,7.0,1.0,,0,0,2018,Sao Paulo
1,2018-04-15,16:00,Série A,Rodada da semana 1,dom,Visitante,D,1.0,2.0,Vasco da Gama,34.0,7.197,Victor Leandro Bagy,4-1-4-1,André Luiz de Freitas Castro,Relatório da Partida,,11.0,6.0,,0,0,2018,Atletico Mineiro
2,2018-04-22,16:00,Série A,Rodada da semana 2,dom,Em casa,V,2.0,1.0,Vitória,60.0,10.423,Victor Leandro Bagy,4-2-3-1,Grazianni Maciel Rocha,Relatório da Partida,,11.0,5.0,,0,0,2018,Atletico Mineiro
3,2018-04-29,16:00,Série A,Rodada da semana 3,dom,Em casa,V,1.0,0.0,Corinthians,58.0,19.825,Victor Leandro Bagy,4-1-4-1,Dewson Fernando Freitas da Silva,Relatório da Partida,,17.0,4.0,,0,0,2018,Atletico Mineiro
4,2018-05-05,19:00,Série A,Rodada da semana 4,sáb,Visitante,E,2.0,2.0,São Paulo,62.0,31.976,Leonardo Silva,4-2-3-1,Rafael Traci,Relatório da Partida,,9.0,5.0,,0,0,2018,Atletico Mineiro
6,2018-05-13,16:00,Série A,Rodada da semana 5,dom,Visitante,V,2.0,1.0,Atl Paranaense,38.0,7.505,Victor Leandro Bagy,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,23.0,11.0,,0,0,2018,Atletico Mineiro
7,2018-05-19,16:00,Série A,Rodada da semana 6,sáb,Em casa,V,1.0,0.0,Cruzeiro,68.0,15.384,Victor Leandro Bagy,4-2-3-1,Raphael Claus,Relatório da Partida,,18.0,5.0,,0,0,2018,Atletico Mineiro
8,2018-05-26,21:00,Série A,Rodada da semana 7,sáb,Em casa,D,0.0,1.0,Flamengo,67.0,15.797,Victor Leandro Bagy,4-2-3-1,Anderson Daronco,Relatório da Partida,,18.0,3.0,,0,0,2018,Atletico Mineiro
9,2018-05-30,19:30,Série A,Rodada da semana 8,qua,Visitante,D,2.0,3.0,Sport Recife,60.0,15.605,Victor Leandro Bagy,4-1-4-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,13.0,7.0,,0,0,2018,Atletico Mineiro
10,2018-06-02,16:00,Série A,Rodada da semana 9,sáb,Em casa,E,3.0,3.0,Chapecoense,72.0,10.298,Victor Leandro Bagy,4-1-4-1,Bruno Arleu de Araujo,Relatório da Partida,,22.0,5.0,,1,1,2018,Atletico Mineiro
11,2018-06-07,21:00,Série A,Rodada da semana 10,qui,Visitante,V,3.0,1.0,América (MG),53.0,7.776,Leonardo Silva,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,12.0,4.0,,0,0,2018,Atletico Mineiro
12,2018-06-10,16:00,Série A,Rodada da semana 11,dom,Em casa,V,5.0,2.0,Fluminense,50.0,14.476,Leonardo Silva,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,16.0,9.0,,0,0,2018,Atletico Mineiro
13,2018-06-13,21:45,Série A,Rodada da semana 12,qua,Em casa,V,2.0,1.0,Ceará,68.0,22.119,Victor Leandro Bagy,4-1-4-1,Vinicius Furlan,Relatório da Partida,,23.0,7.0,,0,0,2018,Atletico Mineiro
14,2018-07-18,21:45,Série A,Rodada da semana 13,qua,Visitante,D,0.0,2.0,Grêmio,40.0,20.311,Victor Leandro Bagy,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,4.0,1.0,,0,0,2018,Atletico Mineiro
15,2018-07-22,16:00,Série A,Rodada da semana 14,dom,Visitante,D,2.0,3.0,Palmeiras,56.0,29.246,Victor Leandro Bagy,4-2-3-1,Péricles Bassols Pegado Cortez,Relatório da Partida,,14.0,7.0,,0,0,2018,Atletico Mineiro
16,2018-07-25,21:00,Série A,Rodada da semana 15,qua,Em casa,V,2.0,0.0,Paraná,58.0,18.948,Leonardo Silva,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,,6.0,4.0,,0,0,2018,Atletico Mineiro
17,2018-07-30,20:00,Série A,Rodada da semana 16,seg,Visitante,E,2.0,2.0,Bahia,43.0,15.993,Victor Leandro Bagy,4-1-4-1,Wilton Sampaio,Relatório da Partida,,5.0,2.0,,0,0,2018,Atletico Mineiro
18,2018-08-06,20:00,Série A,Rodada da semana 17,seg,Em casa,D,0.0,1.0,Internacional,64.0,22.035,Leonardo Silva,4-3-3,Jailson Macêdo Freitas,Relatório da Partida,,12.0,3.0,,0,0,2018,Atletico Mineiro
19,2018-08-12,11:00,Série A,Rodada da semana 18,dom,Em casa,V,3.0,1.0,Santos,48.0,22.062,Leonardo Silva,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,,14.0,6.0,,0,0,2018,Atletico Mineiro
20,2018-08-19,16:00,Série A,Rodada da semana 19,dom,Visitante,V,3.0,0.0,Botafogo (RJ),54.0,8.47,Leonardo Silva,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,20.0,8.0,,0,0,2018,Atletico Mineiro
21,2018-08-23,20:00,Série A,Rodada da semana 20,qui,Em casa,E,0.0,0.0,Vasco da Gama,74.0,22.452,Leonardo Silva,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,21.0,4.0,,0,0,2018,Atletico Mineiro
22,2018-08-26,16:00,Série A,Rodada da semana 21,dom,Visitante,D,0.0,1.0,Vitória,63.0,5.954,Victor Leandro Bagy,4-2-3-1,Leandro Bizzio Marinho,Relatório da Partida,,17.0,4.0,,0,0,2018,Atletico Mineiro
23,2018-09-01,21:00,Série A,Rodada da semana 22,sáb,Visitante,E,1.0,1.0,Corinthians,44.0,29.371,Leonardo Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,10.0,2.0,,1,1,2018,Atletico Mineiro
24,2018-09-05,21:45,Série A,Rodada da semana 23,qua,Em casa,V,1.0,0.0,São Paulo,46.0,20.852,Leonardo Silva,4-1-4-1,Anderson Daronco,Relatório da Partida,,10.0,3.0,,0,0,2018,Atletico Mineiro
25,2018-09-10,20:00,Série A,Rodada da semana 24,seg,Em casa,V,3.0,1.0,Atl Paranaense,53.0,20.922,Leonardo Silva,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,12.0,5.0,,0,0,2018,Atletico Mineiro
26,2018-09-16,16:00,Série A,Rodada da semana 25,dom,Visitante,E,0.0,0.0,Cruzeiro,60.0,24.999,Leonardo Silva,4-3-3,Rafael Traci,Relatório da Partida,,8.0,2.0,,0,0,2018,Atletico Mineiro
27,2018-09-23,16:00,Série A,Rodada da semana 26,dom,Visitante,D,1.0,2.0,Flamengo,49.0,39.462,Leonardo Silva,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,15.0,3.0,,0,0,2018,Atletico Mineiro
28,2018-09-30,16:00,Série A,Rodada da semana 27,dom,Em casa,V,5.0,2.0,Sport Recife,62.0,21.654,Leonardo Silva,4-3-3,Leandro Bizzio Marinho,Relatório da Partida,,22.0,8.0,,1,1,2018,Atletico Mineiro
29,2018-10-06,16:00,Série A,Rodada da semana 28,sáb,Visitante,D,0.0,1.0,Chapecoense,63.0,10.074,Leonardo Silva,4-3-3,Luiz Flávio de Oliveira,Relatório da Partida,,17.0,2.0,,0,0,2018,Atletico Mineiro
30,2018-10-14,19:00,Série A,Rodada da semana 29,dom,Em casa,E,0.0,0.0,América (MG),59.0,20.526,Leonardo Silva,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,,10.0,2.0,,0,0,2018,Atletico Mineiro
31,2018-10-21,17:00,Série A,Rodada da semana 30,dom,Visitante,D,0.0,1.0,Fluminense,46.0,4.762,Victor Leandro Bagy,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,,12.0,2.0,,0,1,2018,Atletico Mineiro
32,2018-10-29,20:00,Série A,Rodada da semana 31,seg,Visitante,D,1.0,2.0,Ceará,63.0,37.394,Leonardo Silva,4-2-3-1,Wagner Reway,Relatório da Partida,,14.0,3.0,,0,0,2018,Atletico Mineiro
33,2018-11-03,18:00,Série A,Rodada da semana 32,sáb,Em casa,D,0.0,1.0,Grêmio,56.0,16.758,Leonardo Silva,4-3-3,Wagner do Nascimento Magalhaes,Relatório da Partida,,17.0,2.0,,0,0,2018,Atletico Mineiro
34,2018-11-11,17:00,Série A,Rodada da semana 33,dom,Em casa,E,1.0,1.0,Palmeiras,55.0,20.488,Leonardo Silva,4-2-3-1,Wilton Sampaio,Relatório da Partida,,18.0,8.0,,0,0,2018,Atletico Mineiro
35,2018-11-14,21:00,Série A,Rodada da semana 34,qua,Visitante,V,1.0,0.0,Paraná,76.0,1.14,Leonardo Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,11.0,4.0,,1,1,2018,Atletico Mineiro
36,2018-11-17,21:00,Série A,Rodada da semana 35,sáb,Em casa,V,1.0,0.0,Bahia,50.0,17.313,Leonardo Silva,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,12.0,4.0,,0,0,2018,Atletico Mineiro
37,2018-11-21,19:30,Série A,Rodada da semana 36,qua,Visitante,V,2.0,1.0,Internacional,46.0,23.085,Leonardo Silva,4-2-3-1,Raphael Claus,Relatório da Partida,,12.0,2.0,,0,0,2018,Atletico Mineiro
38,2018-11-24,20:00,Série A,Rodada da semana 37,sáb,Visitante,D,2.0,3.0,Santos,59.0,4.591,Leonardo Silva,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,16.0,4.0,,0,0,2018,Atletico Mineiro
39,2018-12-01,19:00,Série A,Rodada da semana 38,sáb,Em casa,V,1.0,0.0,Botafogo (RJ),49.0,19.171,Leonardo Silva,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,13.0,4.0,,0,0,2018,Atletico Mineiro
1,2018-04-15,19:00,Série A,Rodada da semana 1,dom,Em casa,V,5.0,1.0,Chapecoense,70.0,8.395,Santos,3-4-3,Dewson Fernando Freitas da Silva,Relatório da Partida,,18.0,8.0,,0,0,2018,Atletico Paranaense
2,2018-04-22,19:00,Série A,Rodada da semana 2,dom,Visitante,E,0.0,0.0,Grêmio,51.0,22.049,Thiago Heleno,3-4-3,Raphael Claus,Relatório da Partida,,7.0,1.0,,0,0,2018,Atletico Paranaense
3,2018-04-29,16:00,Série A,Rodada da semana 3,dom,Visitante,E,0.0,0.0,Bahia,65.0,16.235,Paulo André,3-4-3,Ricardo Marques Ribeiro,Relatório da Partida,,9.0,2.0,,0,0,2018,Atletico Paranaense
4,2018-05-06,16:00,Série A,Rodada da semana 4,dom,Em casa,D,1.0,3.0,Palmeiras,62.0,19.077,Thiago Heleno,3-4-3,Claudio Francisco Lima e Silva,Relatório da Partida,,8.0,4.0,,0,0,2018,Atletico Paranaense
6,2018-05-13,16:00,Série A,Rodada da semana 5,dom,Em casa,D,1.0,2.0,Atlético Mineiro,62.0,7.505,Jonathan Moreira,3-4-3,Luiz Flávio de Oliveira,Relatório da Partida,,18.0,8.0,,0,0,2018,Atletico Paranaense
7,2018-05-20,19:00,Série A,Rodada da semana 6,dom,Visitante,D,0.0,2.0,Fluminense,68.0,9.172,Thiago Heleno,3-4-3,Igor Junior Benevenuto,Relatório da Partida,,18.0,3.0,,0,0,2018,Atletico Paranaense
8,2018-05-27,11:00,Série A,Rodada da semana 7,dom,Visitante,E,0.0,0.0,Paraná,68.0,6.446,Thiago Heleno,3-4-3,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,6.0,1.0,,0,0,2018,Atletico Paranaense
9,2018-05-31,21:00,Série A,Rodada da semana 8,qui,Em casa,V,2.0,0.0,Santos,42.0,8.204,Thiago Heleno,3-4-3,Savio Pereira,Relatório da Partida,,17.0,9.0,,0,0,2018,Atletico Paranaense
10,2018-06-03,16:00,Série A,Rodada da semana 9,dom,Visitante,D,1.0,3.0,América (MG),58.0,4.679,Thiago Heleno,3-4-3,Rodrigo Batista Raposo,Relatório da Partida,,7.0,2.0,,0,0,2018,Atletico Paranaense
11,2018-06-06,21:00,Série A,Rodada da semana 10,qua,Visitante,D,0.0,1.0,Sport Recife,67.0,13.349,Thiago Heleno,3-4-3,Igor Junior Benevenuto,Relatório da Partida,,10.0,4.0,,0,0,2018,Atletico Paranaense
12,2018-06-09,16:00,Série A,Rodada da semana 11,sáb,Em casa,D,0.0,1.0,São Paulo,62.0,8.257,Thiago Heleno,3-4-3,Anderson Daronco,Relatório da Partida,,14.0,5.0,,0,0,2018,Atletico Paranaense
13,2018-06-13,21:00,Série A,Rodada da semana 12,qua,Visitante,D,0.0,2.0,Botafogo (RJ),63.0,10.965,Thiago Heleno,3-4-3,Rodrigo Batista Raposo,Relatório da Partida,,20.0,3.0,,0,0,2018,Atletico Paranaense
14,2018-07-19,21:00,Série A,Rodada da semana 13,qui,Em casa,E,2.0,2.0,Internacional,53.0,8.184,Thiago Heleno,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,20.0,6.0,,0,0,2018,Atletico Paranaense
15,2018-07-22,19:00,Série A,Rodada da semana 14,dom,Visitante,D,1.0,2.0,Cruzeiro,41.0,15.023,Paulo André,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,,7.0,2.0,,1,1,2018,Atletico Paranaense
17,2018-07-29,16:00,Série A,Rodada da semana 16,dom,Em casa,V,4.0,0.0,Vitória,49.0,8.697,Paulo André,4-2-3-1,Anderson Daronco,Relatório da Partida,,12.0,6.0,,0,0,2018,Atletico Paranaense
18,2018-08-04,21:00,Série A,Rodada da semana 17,sáb,Visitante,E,0.0,0.0,Corinthians,43.0,28.455,Paulo André,4-2-3-1,Péricles Bassols Pegado Cortez,Relatório da Partida,,16.0,4.0,,0,0,2018,Atletico Paranaense
20,2018-08-11,16:00,Série A,Rodada da semana 18,sáb,Visitante,E,0.0,0.0,Ceará,54.0,14.772,Jonathan Moreira,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,14.0,2.0,,0,0,2018,Atletico Paranaense
21,2018-08-19,11:00,Série A,Rodada da semana 19,dom,Em casa,V,3.0,0.0,Flamengo,33.0,20.146,Lucho González,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,,14.0,8.0,,0,0,2018,Atletico Paranaense
22,2018-08-25,19:00,Série A,Rodada da semana 21,sáb,Em casa,V,2.0,1.0,Grêmio,56.0,12.188,Lucho González,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,16.0,5.0,,0,0,2018,Atletico Paranaense
23,2018-08-29,19:30,Série A,Rodada da semana 15,qua,Em casa,V,1.0,0.0,Vasco da Gama,55.0,11.119,Lucho González,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,,11.0,3.0,,0,0,2018,Atletico Paranaense
24,2018-09-02,16:00,Série A,Rodada da semana 22,dom,Em casa,V,2.0,0.0,Bahia,60.0,13.433,Jonathan Moreira,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,24.0,11.0,,0,0,2018,Atletico Paranaense
25,2018-09-05,21:00,Série A,Rodada da semana 23,qua,Visitante,D,0.0,2.0,Palmeiras,53.0,24.601,Lucho González,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,7.0,1.0,,0,0,2018,Atletico Paranaense
26,2018-09-10,20:00,Série A,Rodada da semana 24,seg,Visitante,D,1.0,3.0,Atlético Mineiro,47.0,20.922,Lucho González,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,17.0,6.0,,0,0,2018,Atletico Paranaense
27,2018-09-13,20:00,Série A,Rodada da semana 20,qui,Visitante,D,1.0,2.0,Chapecoense,51.0,4.146,Wellington Martins,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,11.0,5.0,,0,0,2018,Atletico Paranaense
28,2018-09-16,16:00,Série A,Rodada da semana 25,dom,Em casa,V,3.0,1.0,Fluminense,49.0,9.872,Paulo André,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,14.0,8.0,,0,0,2018,Atletico Paranaense
30,2018-09-23,16:00,Série A,Rodada da semana 26,dom,Em casa,V,3.0,0.0,Paraná,57.0,12.956,Jonathan Moreira,4-2-3-1,Raphael Claus,Relatório da Partida,,15.0,9.0,,0,0,2018,Atletico Paranaense
31,2018-09-30,16:00,Série A,Rodada da semana 27,dom,Visitante,D,0.0,1.0,Santos,38.0,7.802,Paulo André,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,10.0,4.0,,0,0,2018,Atletico Paranaense
33,2018-10-06,16:00,Série A,Rodada da semana 28,sáb,Em casa,V,4.0,0.0,América (MG),63.0,11.443,Paulo André,4-2-3-1,Raphael Claus,Relatório da Partida,,10.0,4.0,,0,0,2018,Atletico Paranaense
34,2018-10-14,19:00,Série A,Rodada da semana 29,dom,Em casa,V,4.0,0.0,Sport Recife,69.0,9.139,Paulo André,4-2-3-1,Wagner Reway,Relatório da Partida,,28.0,9.0,,1,1,2018,Atletico Paranaense
35,2018-10-20,19:00,Série A,Rodada da semana 30,sáb,Visitante,E,0.0,0.0,São Paulo,68.0,13.053,Paulo André,4-2-3-1,Péricles Bassols Pegado Cortez,Relatório da Partida,,10.0,1.0,,0,0,2018,Atletico Paranaense
37,2018-10-27,23:00,Série A,Rodada da semana 31,sáb,Em casa,V,2.0,1.0,Botafogo (RJ),70.0,7.133,Thiago Heleno,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Relatório da Partida,,16.0,7.0,,0,0,2018,Atletico Paranaense
39,2018-11-04,19:00,Série A,Rodada da semana 32,dom,Visitante,D,1.0,2.0,Internacional,37.0,23.318,Thiago Heleno,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,,9.0,4.0,,0,0,2018,Atletico Paranaense
41,2018-11-10,19:00,Série A,Rodada da semana 33,sáb,Em casa,V,2.0,0.0,Cruzeiro,45.0,7.72,Thiago Heleno,4-2-3-1,Anderson Daronco,Relatório da Partida,,11.0,4.0,,0,0,2018,Atletico Paranaense
42,2018-11-14,19:30,Série A,Rodada da semana 34,qua,Visitante,E,1.0,1.0,Vasco da Gama,54.0,20.917,Thiago Heleno,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,17.0,5.0,,0,0,2018,Atletico Paranaense
