,data,horário,camp.,rodada,dia,local,resultado,gp,gc,oponente,posse,público,capitão,formação,árbitro,relatório da partida,notas,tc,cag,dist,pb,pt,temporada,time
46,2021-10-10,16:00,Série A,Rodada da semana 25,dom,Visitante,D,0,1,Santos,41,4.165,Walter Kannemann,3-4-3,Bruno Arleu de Araujo,Relatório da Partida,,8,3,,0,0,2021,Gremio
47,2021-10-13,20:30,Série A,Rodada da semana 26,qua,Visitante,D,0,1,Fortaleza,52,3.499,Walter Kannemann,3-4-1-2,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,13,5,,0,0,2021,Gremio
48,2021-10-17,18:15,Série A,Rodada da semana 27,dom,Em casa,V,3,2,Juventude,55,14.776,Walter Kannemann,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,14,7,,0,0,2021,Gremio
49,2021-10-25,20:00,Série A,Rodada da semana 28,seg,Visitante,D,0,2,Atl Goianiense,54,3.852,Walter Kannemann,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,19,5,,0,0,2021,Gremio
50,2021-10-31,16:00,Série A,Rodada da semana 29,dom,Em casa,D,1,3,Palmeiras,50,13.799,Pedro Geromel,4-2-3-1,Savio Pereira,Relatório da Partida,,15,5,,0,0,2021,Gremio
51,2021-11-03,21:00,Série A,Rodada da semana 19,qua,Visitante,D,1,2,Atlético Mineiro,47,55.624,Pedro Geromel,4-3-3,Luiz Flávio de Oliveira,Relatório da Partida,,14,5,,0,0,2021,Gremio
52,2021-11-06,19:00,Série A,Rodada da semana 30,sáb,Visitante,D,0,1,Internacional,60,23.015,Pedro Geromel,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,,9,5,,0,0,2021,Gremio
53,2021-11-09,21:30,Série A,Rodada da semana 31,ter,Em casa,V,1,0,Fluminense,47,,Pedro Geromel,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,25,7,,0,0,2021,Gremio
54,2021-11-13,18:30,Série A,Rodada da semana 32,sáb,Visitante,D,1,3,América (MG),59,3.157,Pedro Geromel,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,24,7,,0,0,2021,Gremio
55,2021-11-16,18:00,Série A,Rodada da semana 33,ter,Em casa,V,3,0,Bragantino,52,,Pedro Geromel,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,25,10,,0,1,2021,Gremio
56,2021-11-20,19:00,Série A,Rodada da semana 34,sáb,Visitante,V,3,1,Chapecoense,62,2.83,Pedro Geromel,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,24,6,,0,0,2021,Gremio
57,2021-11-23,21:00,Série A,Rodada da semana 2,ter,Em casa,E,2,2,Flamengo,50,,Pedro Geromel,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,18,8,,0,0,2021,Gremio
58,2021-11-26,19:00,Série A,Rodada da semana 36,sex,Visitante,D,1,3,Bahia,65,29.576,Pedro Geromel,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,11,3,,0,0,2021,Gremio
59,2021-12-02,20:00,Série A,Rodada da semana 35,qui,Em casa,V,3,0,São Paulo,45,8.517,Pedro Geromel,4-2-3-1,Savio Pereira,Relatório da Partida,,17,8,,0,0,2021,Gremio
60,2021-12-05,16:00,Série A,Rodada da semana 37,dom,Visitante,E,1,1,Corinthians,29,44.187,Pedro Geromel,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,12,3,,0,0,2021,Gremio
61,2021-12-09,21:30,Série A,Rodada da semana 38,qui,Em casa,V,4,3,Atlético Mineiro,38,33.577,Rafinha,4-2-3-1,Raphael Claus,Relatório da Partida,,7,4,,0,1,2021,Gremio
0,2021-01-06,19:15,Série A,Rodada da semana 28,qua,Visitante,D,1,2,Grêmio,51,,Gilberto,4-1-4-1,Ramon Abatti Abel,Relatório da Partida,,17,6,,0,0,2021,Bahia
1,2021-01-10,18:15,Série A,Rodada da semana 29,dom,Visitante,E,1,1,Atl Goianiense,58,,Gregore,4-1-4-1,Anderson Daronco,Relatório da Partida,,16,4,,0,0,2021,Bahia
2,2021-01-20,18:00,Série A,Rodada da semana 31,qua,Em casa,V,1,0,Atl Paranaense,40,,Gregore,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,11,4,,0,0,2021,Bahia
3,2021-01-24,18:15,Série A,Rodada da semana 32,dom,Visitante,D,0,2,Sport Recife,43,,Gregore,4-2-3-1,Raphael Claus,Relatório da Partida,,9,2,,0,0,2021,Bahia
4,2021-01-28,19:00,Série A,Rodada da semana 30,qui,Em casa,V,2,1,Corinthians,42,,Gregore,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,,8,7,,0,0,2021,Bahia
5,2021-01-31,16:00,Série A,Rodada da semana 33,dom,Visitante,E,0,0,Vasco da Gama,51,,Gregore,4-2-3-1,Wilton Sampaio,Relatório da Partida,,9,3,,0,0,2021,Bahia
6,2021-02-03,21:30,Série A,Rodada da semana 34,qua,Em casa,D,0,1,Fluminense,54,,Gregore,4-1-4-1,Flavio Rodrigues De Souza,Relatório da Partida,,12,6,,0,0,2021,Bahia
7,2021-02-06,19:00,Série A,Rodada da semana 35,sáb,Em casa,E,3,3,Goiás,48,,Gregore,4-3-3,Rafael Traci,Relatório da Partida,,9,7,,0,0,2021,Bahia
8,2021-02-13,19:00,Série A,Rodada da semana 36,sáb,Visitante,E,1,1,Atlético Mineiro,29,,Gregore,5-3-2,Raphael Claus,Relatório da Partida,,13,5,,0,0,2021,Bahia
9,2021-02-20,21:00,Série A,Rodada da semana 37,sáb,Visitante,V,4,0,Fortaleza,40,,Gregore,4-3-3,Luiz Flávio de Oliveira,Relatório da Partida,,12,7,,1,2,2021,Bahia
10,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,V,2,0,Santos,49,,Gregore,3-4-3,Paulo Roberto Alves Júnior,Relatório da Partida,,16,5,,0,0,2021,Bahia
17,2021-05-29,20:00,Série A,Rodada da semana 1,sáb,Em casa,V,3,0,Santos,35,,Rodriguinho Marinho,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,,5,3,,0,0,2021,Bahia
18,2021-06-05,21:00,Série A,Rodada da semana 2,sáb,Visitante,E,3,3,Bragantino,39,,Rodriguinho Marinho,4-3-3,Vinicius Gomes do Amaral,Relatório da Partida,,9,3,,0,0,2021,Bahia
19,2021-06-13,20:30,Série A,Rodada da semana 3,dom,Em casa,D,0,1,Internacional,67,,Rodriguinho Marinho,4-3-3,Wagner do Nascimento Magalhaes,Relatório da Partida,,14,3,,0,0,2021,Bahia
20,2021-06-17,16:00,Série A,Rodada da semana 4,qui,Visitante,V,2,1,Ceará,38,,Danielzinho,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,,9,3,,1,1,2021,Bahia
21,2021-06-20,16:00,Série A,Rodada da semana 5,dom,Em casa,E,0,0,Corinthians,52,,Rodriguinho Marinho,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,,12,2,,0,0,2021,Bahia
22,2021-06-24,21:30,Série A,Rodada da semana 6,qui,Em casa,V,2,1,Atl Paranaense,70,,Rodriguinho Marinho,4-3-3,Antonio Dib Moraes de Sousa,Relatório da Partida,,19,7,,0,0,2021,Bahia
23,2021-06-27,20:00,Série A,Rodada da semana 7,dom,Visitante,D,2,3,Palmeiras,43,,Rodriguinho Marinho,4-2-3-1,Denis Ribeiro Serafim,Relatório da Partida,,18,4,,0,0,2021,Bahia
24,2021-06-30,19:00,Série A,Rodada da semana 8,qua,Em casa,D,3,4,América (MG),71,,Rodriguinho Marinho,4-1-4-1,Leo Simão Holanda,Relatório da Partida,,20,7,,0,0,2021,Bahia
25,2021-07-04,11:00,Série A,Rodada da semana 9,dom,Visitante,V,2,0,Chapecoense,53,,Rodriguinho Marinho,4-2-3-1,Edina Alves Batista,Relatório da Partida,,13,6,,0,0,2021,Bahia
26,2021-07-07,18:00,Série A,Rodada da semana 10,qua,Em casa,V,1,0,Juventude,53,,Rodriguinho Marinho,4-3-3,Douglas Marques das Flores,Relatório da Partida,,8,2,,0,0,2021,Bahia
27,2021-07-10,19:00,Série A,Rodada da semana 11,sáb,Visitante,D,0,1,São Paulo,38,,Rodriguinho Marinho,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,,6,2,,0,0,2021,Bahia
28,2021-07-18,18:15,Série A,Rodada da semana 12,dom,Em casa,D,0,5,Flamengo,35,,Rodriguinho Marinho,4-2-3-1,Wilton Sampaio,Relatório da Partida,,11,3,,0,0,2021,Bahia
29,2021-07-25,11:00,Série A,Rodada da semana 13,dom,Visitante,D,0,3,Atlético Mineiro,40,,Rodriguinho Marinho,4-3-3,Antonio Dib Moraes de Sousa,Relatório da Partida,,11,5,,0,0,2021,Bahia
30,2021-08-01,18:15,Série A,Rodada da semana 14,dom,Em casa,D,0,1,Sport Recife,60,,Rodriguinho Marinho,4-3-3,Jefferson Ferreira de Moraes,Relatório da Partida,,21,4,,0,0,2021,Bahia
31,2021-08-07,20:00,Série A,Rodada da semana 15,sáb,Visitante,E,1,1,Cuiabá,60,,Rodriguinho Marinho,4-3-3,Heber Roberto Lopes,Relatório da Partida,,9,4,,0,0,2021,Bahia
32,2021-08-15,18:15,Série A,Rodada da semana 16,dom,Em casa,D,1,2,Atl Goianiense,54,,Rodriguinho Marinho,4-4-2,Ricardo Marques Ribeiro,Relatório da Partida,,15,8,,0,0,2021,Bahia
33,2021-08-21,19:00,Série A,Rodada da semana 17,sáb,Visitante,D,0,2,Grêmio,47,,Rodriguinho Marinho,4-1-4-1,Caio Max Augusto Vieira,Relatório da Partida,,9,3,,0,0,2021,Bahia
34,2021-08-30,19:00,Série A,Rodada da semana 18,seg,Visitante,D,0,2,Fluminense,51,,Rodriguinho Marinho,4-2-3-1,Edina Alves Batista,Relatório da Partida,,10,2,,0,0,2021,Bahia
35,2021-09-04,21:00,Série A,Rodada da semana 19,sáb,Em casa,V,4,2,Fortaleza,41,,Rodriguinho Marinho,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,13,8,,0,1,2021,Bahia
36,2021-09-11,21:00,Série A,Rodada da semana 20,sáb,Visitante,E,0,0,Santos,35,,Nino Paraíba,4-4-2,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,13,3,,0,0,2021,Bahia
37,2021-09-18,21:00,Série A,Rodada da semana 21,sáb,Em casa,E,1,1,Bragantino,41,,Nino Paraíba,4-3-3,Wilton Sampaio,Relatório da Partida,,13,3,,0,0,2021,Bahia
38,2021-09-26,16:00,Série A,Rodada da semana 22,dom,Visitante,D,0,2,Internacional,42,,Rodriguinho Marinho,4-4-2,Bruno Arleu de Araujo,Relatório da Partida,,15,2,,0,0,2021,Bahia
39,2021-10-05,21:30,Série A,Rodada da semana 24,ter,Visitante,D,1,3,Corinthians,29,10.47,Nino Paraíba,4-4-2,Denis Ribeiro Serafim,Relatório da Partida,,3,2,,1,1,2021,Bahia
40,2021-10-09,19:00,Série A,Rodada da semana 25,sáb,Visitante,V,2,0,Atl Paranaense,41,3.27,Nino Paraíba,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,8,4,,0,0,2021,Bahia
41,2021-10-12,21:30,Série A,Rodada da semana 26,ter,Em casa,E,0,0,Palmeiras,51,4.509,Nino Paraíba,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,17,5,,0,0,2021,Bahia
42,2021-10-16,21:00,Série A,Rodada da semana 27,sáb,Visitante,E,0,0,América (MG),46,746.0,Nino Paraíba,4-1-4-1,Alisson Sidnei Furtado,Relatório da Partida,,13,3,,0,0,2021,Bahia
43,2021-10-24,20:30,Série A,Rodada da semana 28,dom,Em casa,V,3,0,Chapecoense,53,8.058,Nino Paraíba,4-4-2,Wilton Sampaio,Relatório da Partida,,15,6,,0,0,2021,Bahia
44,2021-10-27,19:00,Série A,Rodada da semana 23,qua,Em casa,E,1,1,Ceará,54,11.446,Nino Paraíba,4-1-4-1,Antonio Dib Moraes de Sousa,Relatório da Partida,,13,7,,0,0,2021,Bahia
45,2021-10-30,19:15,Série A,Rodada da semana 29,sáb,Visitante,E,0,0,Juventude,40,3.738,Danilo Fernandes,4-3-3,Paulo Roberto Alves Júnior,Relatório da Partida,,9,0,,0,0,2021,Bahia
46,2021-11-07,18:15,Série A,Rodada da semana 30,dom,Em casa,V,1,0,São Paulo,43,18.178,Nino Paraíba,4-1-4-1,Savio Pereira,Relatório da Partida,,15,4,,0,0,2021,Bahia
47,2021-11-11,19:00,Série A,Rodada da semana 31,qui,Visitante,D,0,3,Flamengo,32,3.488,Nino Paraíba,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,,7,2,,0,0,2021,Bahia
48,2021-11-18,21:00,Série A,Rodada da semana 33,qui,Visitante,D,0,1,Sport Recife,57,8.096,Nino Paraíba,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,14,4,,0,0,2021,Bahia
49,2021-11-21,19:00,Série A,Rodada da semana 34,dom,Em casa,E,0,0,Cuiabá,55,19.79,Nino Paraíba,4-2-3-1,Raphael Claus,Relatório da Partida,,19,3,,0,0,2021,Bahia
50,2021-11-26,19:00,Série A,Rodada da semana 36,sex,Em casa,V,3,1,Grêmio,35,29.576,Nino Paraíba,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,13,6,,0,0,2021,Bahia
51,2021-11-29,19:00,Série A,Rodada da semana 35,seg,Visitante,D,1,2,Atl Goianiense,51,10.704,Nino Paraíba,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,14,2,,0,0,2021,Bahia
52,2021-12-02,18:00,Série A,Rodada da semana 32,qui,Em casa,D,2,3,Atlético Mineiro,48,29.415,Nino Paraíba,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,13,3,,0,0,2021,Bahia
53,2021-12-05,16:00,Série A,Rodada da semana 37,dom,Em casa,V,2,0,Fluminense,37,26.048,Nino Paraíba,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,14,6,,1,1,2021,Bahia
54,2021-12-09,21:30,Série A,Rodada da semana 38,qui,Visitante,D,1,2,Fortaleza,48,51.125,Nino Paraíba,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,9,6,,1,1,2021,Bahia
0,2021-01-06,20:30,Série A,Rodada da semana 28,qua,Em casa,V,1,0,Fortaleza,35,,Patric Cabral Lalau,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,6,1,,0,0,2021,Sport Recife
1,2021-01-09,19:00,Série A,Rodada da semana 29,sáb,Em casa,D,0,1,Palmeiras,59,,Patric Cabral Lalau,4-2-3-1,Dyorgines José Padovani Andrade,Relatório da Partida,,11,5,,0,0,2021,Sport Recife
2,2021-01-16,19:00,Série A,Rodada da semana 30,sáb,Visitante,D,0,1,Fluminense,35,,Patric Cabral Lalau,4-1-4-1,Heber Roberto Lopes,Relatório da Partida,,10,0,,0,0,2021,Sport Recife
3,2021-01-21,21:00,Série A,Rodada da semana 31,qui,Visitante,D,0,3,Corinthians,39,,Patric Cabral Lalau,4-2-3-1,Anderson Daronco,Relatório da Partida,,10,4,,0,0,2021,Sport Recife
4,2021-01-24,18:15,Série A,Rodada da semana 32,dom,Em casa,V,2,0,Bahia,57,,Patric Cabral Lalau,4-2-3-1,Raphael Claus,Relatório da Partida,,19,7,,0,0,2021,Sport Recife
5,2021-02-01,20:00,Série A,Rodada da semana 33,seg,Em casa,D,0,3,Flamengo,38,,Patric Cabral Lalau,4-2-3-1,Rafael Traci,Relatório da Partida,,8,2,,0,0,2021,Sport Recife
6,2021-02-05,20:00,Série A,Rodada da semana 34,sex,Visitante,V,1,0,Botafogo (RJ),34,,Patric Cabral Lalau,4-4-2,Luiz Flávio de Oliveira,Relatório da Partida,,10,2,,1,1,2021,Sport Recife
7,2021-02-10,19:00,Série A,Rodada da semana 35,qua,Visitante,V,2,1,Internacional,40,,Patric Cabral Lalau,3-4-3,Rodolpho Toski Marques,Relatório da Partida,,7,2,,0,0,2021,Sport Recife
8,2021-02-15,20:00,Série A,Rodada da semana 36,seg,Em casa,E,0,0,Bragantino,31,,Thiago Neves,3-4-3,Leandro Pedro Vuaden,Relatório da Partida,,4,0,,0,0,2021,Sport Recife
9,2021-02-21,16:00,Série A,Rodada da semana 37,dom,Em casa,D,2,3,Atlético Mineiro,39,,Patric Cabral Lalau,5-4-1,Rodolpho Toski Marques,Relatório da Partida,,9,3,,1,1,2021,Sport Recife
10,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Visitante,D,0,2,Atl Paranaense,44,,Patric Cabral Lalau,5-4-1,Flavio Rodrigues De Souza,Relatório da Partida,,15,4,,0,0,2021,Sport Recife
11,2021-05-30,20:30,Série A,Rodada da semana 1,dom,Visitante,E,2,2,Internacional,43,,Thiago Neves,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,8,5,,1,1,2021,Sport Recife
12,2021-06-06,20:30,Série A,Rodada da semana 2,dom,Em casa,D,0,1,Atlético Mineiro,49,,Thiago Neves,4-2-3-1,Raphael Claus,Relatório da Partida,,8,1,,0,0,2021,Sport Recife
13,2021-06-13,20:30,Série A,Rodada da semana 3,dom,Visitante,D,0,1,Fortaleza,42,,André,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,5,0,,0,0,2021,Sport Recife
14,2021-06-17,19:00,Série A,Rodada da semana 4,qui,Em casa,V,1,0,Grêmio,34,,André,5-4-1,Denis Ribeiro Serafim,Relatório da Partida,,10,4,,0,0,2021,Sport Recife
15,2021-06-20,20:30,Série A,Rodada da semana 5,dom,Visitante,D,0,1,Juventude,50,,André,5-4-1,Edina Alves Batista,Relatório da Partida,,13,2,,0,0,2021,Sport Recife
16,2021-06-24,19:00,Série A,Rodada da semana 6,qui,Visitante,D,1,2,Corinthians,50,,André,5-4-1,Paulo Roberto Alves Júnior,Relatório da Partida,,9,3,,0,0,2021,Sport Recife
17,2021-06-27,20:30,Série A,Rodada da semana 7,dom,Em casa,E,0,0,Cuiabá,45,,André,4-4-2,Marielson Alves Silva,Relatório da Partida,,8,1,,0,0,2021,Sport Recife
18,2021-06-30,20:30,Série A,Rodada da semana 8,qua,Visitante,E,0,0,Santos,33,,Thiago Neves,4-2-3-1,Douglas Schwengber da Silva,Relatório da Partida,,8,2,,0,0,2021,Sport Recife
19,2021-07-04,16:00,Série A,Rodada da semana 9,dom,Em casa,D,0,1,Palmeiras,49,,Marcão Silva,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,13,1,,0,0,2021,Sport Recife
20,2021-07-07,19:15,Série A,Rodada da semana 10,qua,Visitante,E,1,1,Atl Goianiense,44,,Thiago Neves,4-2-3-1,Leo Simão Holanda,Relatório da Partida,,11,3,,0,0,2021,Sport Recife
21,2021-07-10,19:00,Série A,Rodada da semana 11,sáb,Em casa,D,1,2,Fluminense,50,,Rafael Thyere,4-1-4-1,Antonio Dib Moraes de Sousa,Relatório da Partida,,11,3,,1,1,2021,Sport Recife
22,2021-07-19,20:00,Série A,Rodada da semana 12,seg,Visitante,V,1,0,América (MG),36,,Marcão Silva,4-2-3-1,Vinicius Gomes do Amaral,Relatório da Partida,,11,5,,0,0,2021,Sport Recife
23,2021-07-25,20:30,Série A,Rodada da semana 13,dom,Em casa,E,0,0,Ceará,54,,Rafael Thyere,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,12,0,,0,0,2021,Sport Recife
24,2021-08-01,18:15,Série A,Rodada da semana 14,dom,Visitante,V,1,0,Bahia,40,,José Sabino,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,,8,2,,0,0,2021,Sport Recife
25,2021-08-06,19:00,Série A,Rodada da semana 15,sex,Em casa,E,0,0,Bragantino,39,,Marcão Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,17,7,,0,0,2021,Sport Recife
26,2021-08-15,16:00,Série A,Rodada da semana 16,dom,Visitante,D,0,2,Flamengo,36,,José Sabino,4-2-3-1,Raphael Claus,Relatório da Partida,,4,2,,0,0,2021,Sport Recife
27,2021-08-22,20:30,Série A,Rodada da semana 17,dom,Em casa,D,0,1,São Paulo,48,,Hernanes,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,14,4,,0,0,2021,Sport Recife
28,2021-08-28,17:00,Série A,Rodada da semana 18,sáb,Em casa,E,0,0,Chapecoense,55,,Thiago Neves,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,,20,7,,0,0,2021,Sport Recife
29,2021-09-05,18:15,Série A,Rodada da semana 19,dom,Visitante,E,0,0,Atl Paranaense,42,,Marcão Silva,4-2-3-1,Denis Ribeiro Serafim,Relatório da Partida,,9,2,,0,0,2021,Sport Recife
30,2021-09-13,20:00,Série A,Rodada da semana 20,seg,Em casa,D,0,1,Internacional,51,,Marcão Silva,5-3-2,André Luiz de Freitas Castro,Relatório da Partida,,14,3,,0,0,2021,Sport Recife
31,2021-09-18,19:00,Série A,Rodada da semana 21,sáb,Visitante,D,0,3,Atlético Mineiro,40,,Marcão Silva,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,7,1,,0,0,2021,Sport Recife
32,2021-09-26,18:15,Série A,Rodada da semana 22,dom,Em casa,D,0,1,Fortaleza,57,,Marcão Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,18,5,,0,0,2021,Sport Recife
33,2021-10-03,20:30,Série A,Rodada da semana 23,dom,Visitante,V,2,1,Grêmio,35,,Marcão Silva,4-1-4-1,Felipe Fernandes de Lima,Relatório da Partida,,9,6,,0,0,2021,Sport Recife
34,2021-10-06,19:00,Série A,Rodada da semana 24,qua,Em casa,V,3,1,Juventude,45,1.219,Marcão Silva,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,14,8,,0,0,2021,Sport Recife
35,2021-10-09,16:30,Série A,Rodada da semana 25,sáb,Em casa,V,1,0,Corinthians,34,2.697,Marcão Silva,4-1-4-1,Savio Pereira,Relatório da Partida,,11,3,,0,0,2021,Sport Recife
36,2021-10-14,18:00,Série A,Rodada da semana 26,qui,Visitante,D,0,1,Cuiabá,46,3.054,Marcão Silva,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,12,3,,0,0,2021,Sport Recife
37,2021-10-17,20:30,Série A,Rodada da semana 27,dom,Em casa,E,0,0,Santos,46,5.272,Marcão Silva,4-2-3-1,Anderson Daronco,Relatório da Partida,,14,3,,0,0,2021,Sport Recife
38,2021-10-25,21:30,Série A,Rodada da semana 28,seg,Visitante,D,1,2,Palmeiras,35,13.367,Marcão Silva,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,,6,1,,0,0,2021,Sport Recife
39,2021-10-28,19:00,Série A,Rodada da semana 34,qui,Visitante,D,0,3,Bragantino,55,931.0,Sander,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,18,4,,0,0,2021,Sport Recife
40,2021-10-31,20:30,Série A,Rodada da semana 29,dom,Em casa,V,2,0,Atl Goianiense,50,3.685,Marcão Silva,4-1-4-1,Luiz Flávio de Oliveira,Relatório da Partida,,22,6,,1,1,2021,Sport Recife
41,2021-11-06,21:00,Série A,Rodada da semana 30,sáb,Visitante,D,0,1,Fluminense,39,3.87,Marcão Silva,4-1-4-1,Jefferson Ferreira de Moraes,Relatório da Partida,,8,2,,0,0,2021,Sport Recife
42,2021-11-10,21:30,Série A,Rodada da semana 31,qua,Em casa,D,2,3,América (MG),42,5.441,Marcão Silva,4-1-4-1,Raphael Claus,Relatório da Partida,,11,3,,0,0,2021,Sport Recife
43,2021-11-14,19:00,Série A,Rodada da semana 32,dom,Visitante,D,1,2,Ceará,61,20.362,Marcão Silva,4-1-4-1,Marcelo de Lima Henrique,Relatório da Partida,,21,8,,0,0,2021,Sport Recife
44,2021-11-18,21:00,Série A,Rodada da semana 33,qui,Em casa,V,1,0,Bahia,43,8.096,Marcão Silva,4-3-3,Flavio Rodrigues De Souza,Relatório da Partida,,16,4,,0,0,2021,Sport Recife
45,2021-11-27,21:30,Série A,Rodada da semana 36,sáb,Visitante,D,0,2,São Paulo,50,35.679,Marcão Silva,4-3-3,Heber Roberto Lopes,Relatório da Partida,,7,4,,0,0,2021,Sport Recife
46,2021-12-03,20:00,Série A,Rodada da semana 35,sex,Em casa,E,1,1,Flamengo,48,10.733,Marcão Silva,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,15,9,,0,0,2021,Sport Recife
47,2021-12-06,21:00,Série A,Rodada da semana 37,seg,Visitante,V,1,0,Chapecoense,70,1.658,Marcão Silva,4-2-3-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,25,4,,0,0,2021,Sport Recife
48,2021-12-09,21:30,Série A,Rodada da semana 38,qui,Em casa,E,1,1,Atl Paranaense,63,4.215,Ronaldo Henrique,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,18,6,,0,1,2021,Sport Recife
7,2021-05-30,18:15,Série A,Rodada da semana 1,dom,Em casa,D,0,3,Bragantino,44,,Anderson Leite,4-3-2-1,Marielson Alves Silva,Relatório da Partida,,10,2,,0,0,2021,Chapecoense
8,2021-06-06,18:15,Série A,Rodada da semana 2,dom,Visitante,D,1,3,Palmeiras,34,,Anselmo Ramon,4-3-3,Leo Simão Holanda,Relatório da Partida,,6,4,,0,0,2021,Chapecoense
9,2021-06-13,20:30,Série A,Rodada da semana 3,dom,Em casa,E,0,0,Ceará,38,,Anselmo Ramon,4-2-3-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,,8,3,,0,0,2021,Chapecoense
10,2021-06-16,19:00,Série A,Rodada da semana 4,qua,Visitante,E,1,1,São Paulo,49,,Anselmo Ramon,4-2-3-1,Dyorgines José Padovani Andrade,Relatório da Partida,,7,3,,0,0,2021,Chapecoense
11,2021-06-21,20:00,Série A,Rodada da semana 5,seg,Visitante,E,1,1,Atlético Mineiro,33,,Anselmo Ramon,4-4-2,Rodolpho Toski Marques,Relatório da Partida,,13,1,,1,1,2021,Chapecoense
12,2021-06-24,19:00,Série A,Rodada da semana 6,qui,Em casa,D,1,2,Internacional,52,,Anselmo Ramon,4-3-1-2,Alexandre Vargas Tavares de Jesus,Relatório da Partida,,11,5,,0,0,2021,Chapecoense
13,2021-06-27,20:00,Série A,Rodada da semana 7,dom,Visitante,E,2,2,Atl Paranaense,39,,Anselmo Ramon,3-4-3,Vinicius Gomes do Amaral,Relatório da Partida,,12,5,,0,0,2021,Chapecoense
14,2021-06-30,16:00,Série A,Rodada da semana 8,qua,Visitante,D,2,3,Fortaleza,37,,Anselmo Ramon,5-4-1,Antonio Dib Moraes de Sousa,Relatório da Partida,,9,5,,1,1,2021,Chapecoense
15,2021-07-04,11:00,Série A,Rodada da semana 9,dom,Em casa,D,0,2,Bahia,47,,Anselmo Ramon,4-1-4-1,Edina Alves Batista,Relatório da Partida,,7,1,,0,0,2021,Chapecoense
16,2021-07-08,21:00,Série A,Rodada da semana 10,qui,Em casa,D,0,1,Corinthians,42,,Anderson Leite,4-3-3,Ricardo Marques Ribeiro,Relatório da Partida,,14,4,,0,0,2021,Chapecoense
17,2021-07-11,18:15,Série A,Rodada da semana 11,dom,Visitante,D,1,2,Flamengo,29,,Anselmo Ramon,3-4-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,13,4,,0,0,2021,Chapecoense
18,2021-07-18,11:00,Série A,Rodada da semana 12,dom,Em casa,D,2,3,Cuiabá,41,,Anselmo Ramon,3-4-3,Jefferson Ferreira de Moraes,Relatório da Partida,,11,6,,0,0,2021,Chapecoense
19,2021-07-26,18:00,Série A,Rodada da semana 13,seg,Visitante,D,0,1,Juventude,67,,Anderson Leite,4-3-3,Leo Simão Holanda,Relatório da Partida,,7,2,,0,0,2021,Chapecoense
